ROI Type,ROI No,Gain (dB),Exposure,Mean,Std,SNR (dB)
grayscale,10,12.0,4.0,65408.0,0.0,nan
grayscale,0,12.0,2.0,7121.517897371715,432.6586955107754,24.328542670866327
grayscale,1,12.0,2.0,9511.443304130164,462.09997507119317,26.27020956830439
grayscale,2,12.0,2.0,12992.116145181477,652.189097425478,25.98612719770719
grayscale,3,12.0,2.0,17500.385481852314,753.989523031015,27.31364607583226
grayscale,4,12.0,2.0,23687.453316645806,949.6994349697518,27.938643835715645
grayscale,5,12.0,2.0,31328.356445556947,943.8185699442431,30.42098186913643
grayscale,6,12.0,2.0,38818.541176470586,1020.031962243888,31.608508598399403
grayscale,7,12.0,2.0,47506.639299123904,1184.6787701918138,32.06307405873233
grayscale,8,12.0,2.0,56809.71814768461,1820.4758820717948,29.884754097764855
grayscale,9,12.0,2.0,63975.95394242804,1480.62832715889,32.71141432739029
grayscale,10,12.0,2.0,65401.62002503129,84.6158886395587,57.762731726537055
grayscale,0,12.0,1.0,4813.327568551598,278.1418861937255,24.763580458341494
grayscale,1,12.0,1.0,6003.169416315849,316.08335283816524,25.571579527238086
grayscale,2,12.0,1.0,7740.883376948458,414.67450404020104,25.421663811636982
grayscale,3,12.0,1.0,9986.490385709409,483.27315972976254,26.304404249859232
grayscale,4,12.0,1.0,13050.338377517352,588.1433827859503,26.922771147172334
grayscale,5,12.0,1.0,16849.683923085675,623.7744710481558,28.63128323832804
grayscale,6,12.0,1.0,20576.606212310842,690.6495986693162,29.482319650059992
grayscale,7,12.0,1.0,24903.62225509159,785.8569772839124,30.018380135885515
grayscale,8,12.0,1.0,29511.92445101832,1069.679952828489,28.814873476061535
grayscale,9,12.0,1.0,33298.455797019,1177.099422484223,29.032218942170157
grayscale,10,12.0,1.0,36858.83900329958,1479.3081853971655,27.929659823377676
grayscale,0,12.0,0.5,3640.762953692115,189.766680084715,25.659448871802972
grayscale,1,12.0,0.5,4236.611764705883,218.7546552893862,25.741227278426898
grayscale,2,12.0,0.5,5104.1962453066335,277.0544034373031,25.30724613185796
grayscale,3,12.0,0.5,6225.812265331665,326.83119049993405,25.597450496662407
grayscale,4,12.0,0.5,7751.489361702128,391.14722645753847,25.940898004658706
grayscale,5,12.0,0.5,9649.277596996246,430.48661092880576,27.010703043325353
grayscale,6,12.0,0.5,11491.394242803504,477.28790493489623,27.631845911659376
grayscale,7,12.0,0.5,13629.564956195243,531.7246541757206,28.17590392576681
grayscale,8,12.0,0.5,15918.674342928662,669.556871247567,27.52238853869693
grayscale,9,12.0,0.5,17791.15093867334,727.9806348742629,27.761684349634695
grayscale,10,12.0,0.5,19561.65406758448,869.863073528651,27.039093588804214
grayscale,0,12.0,0.25,3074.17071339174,140.3125632744,26.812628446777236
grayscale,1,12.0,0.25,3373.0322903629535,162.89929998638996,26.3220256139406
grayscale,2,12.0,0.25,3806.7043804755945,196.99108184444094,25.72205173151174
grayscale,3,12.0,0.25,4367.247058823529,230.23765006536138,25.56062834113694
grayscale,4,12.0,0.25,5135.993992490613,273.26816192956034,25.480709428831048
grayscale,5,12.0,0.25,6083.204005006258,306.1840312789725,25.96299688705247
grayscale,6,12.0,0.25,7012.053066332916,336.29782555322026,26.382422697469398
grayscale,7,12.0,0.25,8081.345682102628,377.57738976245497,26.609554088685456
grayscale,8,12.0,0.25,9220.826032540675,442.606586328062,26.37503912153384
grayscale,9,12.0,0.25,10151.409261576971,475.29773867526205,26.591211779509823
grayscale,10,12.0,0.25,11024.969211514393,534.675251750347,26.285746054671023
grayscale,0,12.0,0.125,2798.3379224030036,107.95421525780685,28.27321106381352
grayscale,1,12.0,0.125,2946.0605757196495,121.2010951559544,27.71470256632801
grayscale,2,12.0,0.125,3162.7614518147684,143.95476940844708,26.83680757444705
grayscale,3,12.0,0.125,3441.4097622027534,166.36048153660138,26.313724351050013
grayscale,4,12.0,0.125,3822.2097622027536,192.2549804991458,25.96873836116002
grayscale,5,12.0,0.125,4296.348435544431,219.1960249779594,25.845336428510546
grayscale,6,12.0,0.125,4756.1952440550685,242.19727977481946,25.861808264507093
grayscale,7,12.0,0.125,5290.879599499374,268.2138729146381,25.900932829676382
grayscale,8,12.0,0.125,5860.507634543179,302.2580926501427,25.751145971265984
grayscale,9,12.0,0.125,6321.880350438048,324.62981894931676,25.78915724929597
grayscale,10,12.0,0.125,6767.4252816020025,354.42404350566875,25.61800586961756
grayscale,0,12.0,0.0625,2665.573967459324,83.27113140104412,30.10592545802104
grayscale,1,12.0,0.0625,2738.1526908635797,93.92490124288211,29.29353830909961
grayscale,2,12.0,0.0625,2846.892615769712,106.80634216398087,28.515480881500554
grayscale,3,12.0,0.0625,2986.056570713392,123.05693220806485,27.69983894340706
grayscale,4,12.0,0.0625,3174.8065081351688,138.6093830121933,27.198492630849
grayscale,5,12.0,0.0625,3411.6185231539425,158.08124416583368,26.681602367602327
grayscale,6,12.0,0.0625,3641.1153942428036,174.51577334081995,26.387995134075346
grayscale,7,12.0,0.0625,3906.1747183979974,191.6549582986052,26.184632109846216
grayscale,8,12.0,0.0625,4189.298623279099,212.92080398958547,25.878464432370258
grayscale,9,12.0,0.0625,4417.632040050063,227.09740269895022,25.779547437954665
grayscale,10,12.0,0.0625,4637.496871088861,242.7571254467438,25.622232867117212
grayscale,0,24.0,4.0,11439.721652065082,1068.3577387475138,20.593975144991887
grayscale,1,24.0,4.0,16373.216520650814,1239.9919019184917,22.414303122062314
grayscale,2,24.0,4.0,23330.67133917397,1579.534264738799,23.38796368628056
grayscale,3,24.0,4.0,32389.060325406757,1801.3653075735515,25.095931079432305
grayscale,4,24.0,4.0,44599.35719649562,2188.4661874557705,26.18377516670597
grayscale,5,24.0,4.0,60565.35869837297,2386.0652838239034,28.090839433689965
grayscale,6,24.0,4.0,65407.93992490613,10.7396727700791,75.69278843930307
grayscale,7,24.0,4.0,65408.0,0.0,nan
grayscale,8,24.0,4.0,65408.0,0.0,nan
grayscale,9,24.0,4.0,65408.0,0.0,nan
grayscale,10,24.0,4.0,65408.0,0.0,nan
grayscale,0,24.0,2.0,6975.383229036295,720.511171672388,19.718547076112543
grayscale,1,24.0,2.0,9440.929161451815,861.6640940656198,20.79353485819201
grayscale,2,24.0,2.0,12911.535419274092,1069.1363205992834,21.638896146768374
grayscale,3,24.0,2.0,17432.55269086358,1235.6192530823878,22.98952639635769
grayscale,4,24.0,2.0,23516.15919899875,1482.750961795588,24.005963543753246
grayscale,5,24.0,2.0,31458.74342928661,1685.490237194613,25.420302601969887
grayscale,6,24.0,2.0,39321.26558197747,1899.1246339494078,26.321480406264037
grayscale,7,24.0,2.0,48329.21151439299,2191.7477116691816,26.86838295874478
grayscale,8,24.0,2.0,57684.59574468085,2707.15973185905,26.570919440280065
grayscale,9,24.0,2.0,64357.236545682106,1618.789855914936,31.988138265811905
grayscale,10,24.0,2.0,65391.14893617021,186.57924687636316,50.8931126470591
grayscale,0,24.0,1.0,4745.886357947435,509.95365280743073,19.37573255337198
grayscale,1,24.0,1.0,5983.575469336671,612.7863868787628,19.79303328436856
grayscale,2,24.0,1.0,7738.326908635795,750.6987278458097,20.263627856249297
grayscale,3,24.0,1.0,9993.80225281602,879.1018217255227,21.113831435782192
grayscale,4,24.0,1.0,13039.435294117648,1033.8180769730368,22.016293235219
grayscale,5,24.0,1.0,17010.563204005008,1186.6542510719923,23.127889871004164
grayscale,6,24.0,1.0,20934.93066332916,1343.2795829595307,23.854102261143506
grayscale,7,24.0,1.0,25424.88510638298,1517.9007655256773,24.480312381020642
grayscale,8,24.0,1.0,30120.594743429287,1785.950224804502,24.539883843730166
grayscale,9,24.0,1.0,34107.76470588235,1943.0425400892868,24.887418987395602
grayscale,10,24.0,1.0,37691.0337922403,2209.6299455406097,24.63837005026795
grayscale,0,24.0,0.5,3656.8710888610763,374.61779090730755,19.790425048638475
grayscale,1,24.0,0.5,4263.413266583229,441.3093366193968,19.70028633036329
grayscale,2,24.0,0.5,5130.83153942428,528.9942552231375,19.73473599989358
grayscale,3,24.0,0.5,6249.964455569462,626.5172308395406,19.978890554887858
grayscale,4,24.0,0.5,7762.457071339174,734.7838147475435,20.476792599622804
grayscale,5,24.0,0.5,9736.066082603254,847.9222268386452,21.2005498651714
grayscale,6,24.0,0.5,11674.653316645807,948.3403711407143,21.805595077690285
grayscale,7,24.0,0.5,13895.579474342929,1060.24845666785,22.349380270164655
grayscale,8,24.0,0.5,16189.999499374218,1188.2009307413111,22.687138941837812
grayscale,9,24.0,0.5,18145.61802252816,1296.3682140729416,22.92086781028198
grayscale,10,24.0,0.5,19928.40450563204,1427.4949323226977,22.8979590949804
grayscale,0,24.0,0.25,3085.6530663329163,287.4078789779564,20.616968502770845
grayscale,1,24.0,0.25,3390.7464330413018,333.10049753939717,20.154400643629344
grayscale,2,24.0,0.25,3819.8848560700876,393.3372694238945,19.745703469737062
grayscale,3,24.0,0.25,4384.410513141427,455.9341318714456,19.66018210268909
grayscale,4,24.0,0.25,5136.786983729662,528.8998338282665,19.746362517325807
grayscale,5,24.0,0.25,6117.3566958698375,611.7575326676132,19.9996895768523
grayscale,6,24.0,0.25,7083.798748435544,680.4308401363775,20.349644496025476
grayscale,7,24.0,0.25,8197.544931163955,759.064674547826,20.66810050192442
grayscale,8,24.0,0.25,9344.58673341677,839.5318512932596,20.93045843449925
grayscale,9,24.0,0.25,10320.112140175219,896.4078744003251,21.22357507088328
grayscale,10,24.0,0.25,11203.850813516896,967.2422554598967,21.27664112385075
grayscale,0,24.0,0.125,2827.2,236.02257120378772,21.568059899061517
grayscale,1,24.0,0.125,2976.5246558197746,263.98797917099165,21.04250665704226
grayscale,2,24.0,0.125,3190.263829787234,303.8466866564307,20.423441902675705
grayscale,3,24.0,0.125,3472.158197747184,344.9084825448922,20.05791257643413
grayscale,4,24.0,0.125,3847.771714643304,395.3713419982923,19.76408221898032
grayscale,5,24.0,0.125,4327.140926157697,445.2723135409959,19.751506948314553
grayscale,6,24.0,0.125,4802.799499374218,494.4189065647779,19.7479877377135
grayscale,7,24.0,0.125,5354.977722152691,544.7693229922272,19.850900495559166
grayscale,8,24.0,0.125,5922.771464330413,598.2897951122036,19.91226760118402
grayscale,9,24.0,0.125,6405.685106382979,636.7435361898516,20.052020812484706
grayscale,10,24.0,0.125,6845.206508135169,678.3547070252969,20.078594234409803
grayscale,0,24.0,0.0625,2681.3837296620777,207.9842674458533,22.20656969868344
grayscale,1,24.0,0.0625,2755.8167709637046,223.56885574842974,21.8167806945541
grayscale,2,24.0,0.0625,2863.032790988736,243.42604621540644,21.409185538001513
grayscale,3,24.0,0.0625,3002.8535669586986,274.9155297901839,20.766697619426363
grayscale,4,24.0,0.0625,3189.0663329161453,305.0365247921401,20.38623416453732
grayscale,5,24.0,0.0625,3431.8518147684604,339.7045113217532,20.088544252353252
grayscale,6,24.0,0.0625,3670.558197747184,370.9019224807022,19.909460598594972
grayscale,7,24.0,0.0625,3947.3882352941177,402.6608149256772,19.827409485460837
grayscale,8,24.0,0.0625,4230.848560700876,441.3861200564979,19.632176166781225
grayscale,9,24.0,0.0625,4470.708385481852,462.11337762988666,19.712556034140768
grayscale,10,24.0,0.0625,4688.034042553191,482.97437939967256,19.7413332715314
